order_id,customer_id,customer_name,product_id,product_category,shift_type,location,order_date,price,is_defect
dc713d96-0c0f-4195-817a-f08a1745d6d8,28f49481-a0a0-4dc4-a720-9bdf1c11f735,Lola Demmendaal,ff01cf99-988c-44c9-a1b1-cd2262801c45,Kids,Night,Amsterdam,2025-06-02,1986.68,0
8da0365b-f898-47b9-805c-acec877409a9,ae270da7-02f0-4b90-b143-262fdc5c0eed,Olivier van der Linden,a4161293-c4c2-42e3-844e-a7c8c0398710,City,Weekend,Utrecht,2025-02-23,446.23,0
287d06ca-6f4c-469a-8b22-d3081c8eaee9,b8db0672-f42d-47cc-80d4-af5974273ca3,Zeynep van Wijland,e9a1fa6f-81f7-4d1c-adbc-2134c30ff46e,Gravel,Night,Amsterdam,2024-08-25,"€2520,82",0
d777a477-4c66-40a8-a013-ac6ededa4e16,32ebd689-9be5-48c7-81f6-31d4a39231a7,Johannes Koeman,ec24a3c5-c754-408f-b418-8f3f8a14be62,Road,Night,Amsterdam,2025-07-20,2182.58,0
52fbe43b-9954-4eb4-8025-7ad1eb2263dd,edd96831-1ca3-4cfb-84fc-6d827d154385,Sofia Takkelenburg,e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,N/A,Evening,Amsterdam,2025-08-18,"€796,51",1
bb5e4bcf-15ed-4269-9429-6c07f26b4776,fa5d3100-11b7-4948-90e6-e6607c69dee1,Casper van Olst,43dac043-2a45-42ab-8cbf-edb0f264accc,Folding,Day,Utrecht,18/07/2025,1165.50,0
f6e07cc0-6c52-449f-9b49-bd26df57c59a,c1590f53-8a0f-4efb-adcd-465e36386821,Quinten Thout-de Vroege,5f987c71-a65e-488e-abf3-ad39fec21bbe,N/A,Evening,Amsterdam,2025-05-10,1334.82,1
1efa2197-7394-488f-847f-d9b4e64d1bcb,568cc69b-1064-405c-b985-c3cf3f76be1d,Mehmet Ooms,122c9a56-01d7-4256-b860-2ab696a402f2,Folding,Night,Rotterdam,05/12/2025,1860.52,0
114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,5496f63c-dc11-40c1-880a-adfbe7c99b26,Luka Pasman,36d8393a-7c44-4fe7-ab42-20a7474a493b,Kids,Day,Rotterdam,27/07/2025,"€1452,35",0
e1e3db63-ef7d-4c76-b92d-a22b21df306f,3e351128-7900-47f9-9382-9b43922fe15a,Puk le Guellec-Lips,6e595ed3-a8b3-47fa-98d0-752b1825bc54,Kids,null,Eindhoven,2025-03-06,1902.34,0
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,Bas den Haag,dc96925e-ccf3-4171-96dc-8907ba6c34ab,Folding,Weekend,Amsterdam,2024-08-27,2071.97,0
894a05e4-30b1-47ef-b10c-0c003fa7f104,2ef91276-6c00-4f61-a3e2-fcb472d8567d,Juul Pratt,71710434-134c-4c92-ac5b-227cdfde4fbf,N/A,Night,Rotterdam,21/02/2026,1021.38,0
19108be5-8ce2-4ea3-9b20-a56edc815fe7,8a63f881-ffd0-49d5-a6f2-f7b80cf35b58,Youssef Gellemeyer,3c835dc0-d944-4fa5-80e9-ab30ed2662e9,Gravel,Weekend,Utrecht,11/10/2024,"€1129,02",0
36b82481-7b3a-4e3e-bc52-fa17680ac07a,0f02bad0-e706-4ef4-a6aa-9385dd59ba71,Jonathan Adelaar,ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,Gravel,Night,Eindhoven,2026-02-03,1875.34,0
6c4a37ea-4906-47f2-b47b-6dbac8fe3ccd,fed4057d-bb02-4576-b512-c4c3b253d218,Dina Linschoten-Spiker,944528c0-0ef8-42d6-b7fd-564637bb3eec,Mountain,Night,Amsterdam,2025-12-27,2389.26,0
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Bart van de Pavert,118a9d29-2f92-4996-99f1-95d014822f53,Gravel,Evening,Amsterdam,2025-09-09,435.27,0
3c365296-dca0-4eec-acda-bacc1165e210,e3e9de99-f10c-418b-9eb0-e38a675dd5af,Maxim Briere-Everts,90b2b633-956b-4c0c-a849-9b926b5252e3,City,Night,Amsterdam,2025-07-15,626.55,0
344a54b8-42c1-4a62-af48-e8d550fd9d3f,3d1a85dd-506e-4a9a-b758-588dab73295b,Jayda Huijbrechts,750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,Folding,Weekend,Utrecht,2025-02-04,2328.64,0
12922f83-ef8c-485b-807a-30f2edd4253b,ff9ab5c2-9f04-4aed-b552-332702627f73,Ben van der Maath,21e8ac68-43e4-4caf-8181-a8cc369147eb,City,Weekend,Utrecht,2026-05-29,3360.20,0
e117dac3-119c-4ea3-a180-50815958a499,286218b8-48f4-4f12-9e99-53d23e896c64,Rosalie van der Sande-Stichter,ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,City, ,Amsterdam,2025-10-24,1653.22,0
d12dbc9a-aaf9-4531-8200-b1f08768a84f,a9d3d7c7-ee87-405e-8ca4-15ea8dfa6a56,Vincent Hulskes,1b66b5a9-e3c4-4657-9d8c-bbac43b409ef,Road,Evening,Eindhoven,2026-01-01,1774.45,0
48212ddb-45b8-4cd9-a7cb-6f2a8da01097,57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,Oscar Roosenboom-van de Greef,e87d1c78-e7c4-41c7-8049-7b717d106c60,Kids,Day,Utrecht,23/03/2026,690.98,0
6c6f7633-a260-4723-97a0-df490d01280f,00e85ece-0b49-452d-86d4-83f3d450281c,Nova Huijben,295d6fbf-430f-401d-bad4-09e2a319dcb4,Folding,Night,Eindhoven,2025-12-31,1386.36,0
6d7ce3c9-b4a6-4f3c-8d3a-ed99711c21c9,13432e61-1ca3-4448-8279-b6a68f9797b0,Mark Bouthoorn,8d7248e2-951f-48d0-9e84-f058d5a804eb,Kids,Day,Rotterdam,2024-09-27,1152.12,0
4eea04e7-0ab5-4bde-a0a0-45026e068097,cbceabde-eede-4b07-a623-a6895d59cd2a,Tom Winnrich,aabc25fa-3fe1-4e47-ae9b-ec3635c7936c,Kids,Weekend,Amsterdam,22/08/2024,2177.64,0
e256a6dc-8f54-46b7-87b5-b2bc5a8aaeca,9ee3ac2a-f94d-4204-a808-593fdfed2c43,Valentijn Oversteeg,ccc56569-f9e8-4369-a999-b735dd56cc94,Kids,Night,Utrecht,2026-02-23,3492.19,0
0658663a-698c-406f-a1a4-7e102d534dd0,550a1b46-ecab-4301-bc8f-7d292dea9493,Puck Post,b386f7a4-c991-403f-a8c1-3091444d610b,E-Bike,Night,N/A,2024-08-26,"€3046,64",0
dbccc477-09e9-4b0a-9f46-529061ee411a,d10bd1d0-3317-4470-b8f1-6a81787f2425,Isa Strik-Oda,3170f437-a8f7-4f5a-860e-df5b39118497,Mountain,Day, ,09/04/2025,"€1853,06",0
11c58ef0-dd46-4c09-8752-87aa5408f9ac,59e4b671-4774-4c58-85f8-bc16f7860b50,Melissa van der Linden,1d870966-0710-4430-b071-d87954c63cd8,E-Bike,Evening,Rotterdam,2026-04-16,"€689,56",0
94a1875d-2db6-4edb-82de-ffccf86c2ca2,09cb3942-43f5-4a85-bbc9-f87af668a617,Merijn van Duivenvoorde,504d281f-c953-4b63-ba81-edd9587ef344,Touring,Weekend,Eindhoven,2025-05-08,1449.45,0
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,30a900ad-939b-462d-a645-f129629c2ae3,Angelina van Egisheim,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Kids,Night,Eindhoven,2025-07-27,377.93,0
bdf070aa-f0b5-456b-b82c-9074afd5dea5,5d3d9e56-3270-44fa-abae-4f43bcae8081,Ashley Verheij,d9178793-a9d3-42e6-905c-c6869f871ce7,City,Weekend,Utrecht,08/09/2024,1651.87,0
81d2c7de-4ce1-4b90-a669-7833b841d0a0,5380b904-688c-4015-aab9-7e494f2d4796,Michelle Spier,6ba25efe-311c-4eb6-a095-eef68dedf9fb,E-Bike,Day,Eindhoven,2025-11-02,"€1283,20",0
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Jenna van der Veen,49732d6c-4dca-4fb7-801a-9a8bd56f0350,Gravel, ,Rotterdam,14/11/2024,962.80,1
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,7118e364-7709-4749-927e-ecfaa79ac9aa,Meike Mijsberg-van de Ven,f5b78cc7-e6b3-4944-8b32-3e357922bac2,Mountain,Weekend,Rotterdam,2026-02-12,2117.46,0
15b52908-a8aa-4158-ab70-e525bc67f831,a2086977-a9f2-4336-83f4-a9a948a639d0,Bibi Ouwerkerk,ce7ae7f6-3982-4cff-8f77-a665ac3c5640,Folding,Day,Amsterdam,2024-11-05,3213.84,0
3eae0032-0bd4-4990-8640-be0f25b8fd4b,d98868dd-9c7c-4377-b9a2-8903fbe33b24,Koen van Baalen,31c681ec-935f-4b0a-a138-4ddce2d9de5d,Road,Night,Eindhoven,2025-12-13,376.95,0
664fa663-7e8f-4095-a24c-69b6b24445a7,b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,Timo Haack,2d06e8cf-3805-4907-acd6-6193c7468f59,Folding,Night,Eindhoven,2026-02-18,2786.29,0
76ecbdd6-8498-4113-b227-462cf53d4330,eadf5085-3fcb-4546-8eb2-25790cdb1ca4,Koen Huls,87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,Mountain,Day,Amsterdam,12/08/2025,"€2884,53",0
c1581092-f335-4ba3-913a-7052986f9025,d0a44432-9cd6-4852-b14c-7df4e4347d51,Rosa van der Veen,be6033f7-28be-4288-a5af-6e39722764e6,Kids,Evening,Eindhoven,04/04/2026,761.75,0
c074718e-425a-409f-b337-c59979844388,46fde062-a33d-47af-9701-410d3f4b1a70,Maaike Pastoors-Scheffers,49257af1-b6aa-405b-93d5-f2f7709b7d97,Road,Night,N/A,2024-12-03,"€1687,23",1
e49d681d-51d8-4c64-95fa-1ab8458f1f19,269cd696-236c-4b87-94a0-bccb8a476a87,Joost Kathagen-Miltenburg,54b4a482-6858-4eba-aa34-c85410714d51,Kids,Weekend,Utrecht,2025-07-30,2111.55,0
34f3193c-0ff0-455c-aa70-2e2f7746d0ba,e7a37e81-63b4-408b-ab8e-869fd5385b0e,Thijn de Gruil,5a0cdd7c-f157-4470-8182-67c47a1b5806,Kids,Evening,null,2025-01-21,1064.78,0
e4429ebb-da7b-4095-a3d6-2a39c0e3befd,89c8d2ab-6b44-4a8d-95f2-5073f41402b1,Lex Mosley-Schakelaar,638c254c-076e-4bba-bc53-08bf6f92f25e,City,N/A,Utrecht,2025-02-20,2793.43,0
67814c1f-cc53-4e36-addc-3e13ab3b4d37,77a6e17c-d72b-4108-aa40-5f12b963f37f,Milo van der Laan,978648f8-64de-42e6-a82c-7d7b06e745f9,Touring,Evening,Rotterdam,2025-08-16,2943.46,0
a48b3dbe-157d-44a1-86f0-28ffa9ba5a27,7631de9d-dde9-4863-a2bd-33886db99102,Ayden Rippey,74672cd9-362f-4e5c-93cd-6268610cf373,Touring,Weekend,Utrecht,2025-02-12,3005.90,0
610e6a64-e130-4617-82df-f33556666f9f,d4f8fd72-f382-4cfd-8083-b73a473bd358,Fatima Everts,8a175dfe-bfc0-4dc8-84f6-4d8678660765,City,Day,Rotterdam,2024-07-14,"€981,84",0
39669fa7-5997-4043-b3b1-025bfff9f585,f510ab53-c7fe-439f-9190-f938a66fd7f7,Rowan Boogaerts,d6d7b3b8-3309-4d35-bf4d-f561f319c125,Mountain,Weekend, ,2024-06-19,839.62,0
20500494-3d11-4802-a702-878b9f0fda8d,90604f62-1d48-4071-ab61-a7b1793b4c32,Lars Remmers-Zuidweg,f6b751f7-9b74-4245-9b1b-c8952af43ab7,City,Night,Rotterdam,05/01/2026,1809.39,0
d1bdb8c0-c71d-4e60-9d52-06abb7e6427c,1bac5c15-4fa0-4f26-b6f7-f0cc29ec8e49,Victor Thout,f54ad0a2-e874-46d7-ad66-a1bd93676a02,Touring,Evening,Rotterdam,2025-03-22,3403.63,0
32c5bd89-b70b-4420-b104-3785658b2523,d4a057a7-b0cc-4b3b-9793-b9b413748146,Bradley Sterkman-Hermans,c85aca46-90e0-44a0-bbdd-3933cbd58bf6,Gravel, , ,2024-07-05,2054.38,0
a9597663-6daa-4e68-8861-fe1858e25888,a5c5650c-8186-4576-91a7-26095eddbbbf,Alicia van Boulogne,6efb63b1-1b04-4863-bd7d-dbedd284476c,null,Evening,Eindhoven,2025-03-12,2081.53,0
75b17a55-d426-4982-a43e-4288a2b5b498,2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,Lucy van der Maes,6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,null,Evening,null,2026-03-07,3248.61,0
52828d80-44b5-41f7-97ac-6aa8bb2488a3,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Imran van Haspengouw,91e1aa96-76f7-4255-801f-36bf3e6dd58b,Folding,Day,Utrecht,2025-09-21,"€333,16",1
0758e201-561e-46d1-a105-716bab0e664e,2e8d0e87-5334-40e6-99d8-0b8d7e8adee7,Esila Willems-Rijks,989d9d4a-e15c-4666-8797-b2c957207246,Kids,Day,Rotterdam,2025-11-30,"€2850,80",0
0299436a-8e48-4223-86b9-8991e14eb70d,15eabb27-30e9-42f2-b2b4-3abf8441aefd,Rafael le Gallen-van Spreuwel,b0cbc61f-3d85-4e89-8217-14298e200724,Gravel,Night,Amsterdam,08/06/2025,1174.37,0
72bb912d-7da6-4785-b63b-4dc3a559e463,4b5305e5-17d2-482e-846a-0df5cafda613,Joshua Peterse-Suijker,79279973-5e78-4fd7-94e0-d3baa9f948b2,Road,Day,Amsterdam,2025-08-07,805.28,0
ff233d5f-6ced-415d-9800-7c0287ea7ff5,5a104129-54ae-4d1b-8ce6-424dbef59fe6,Femke Suijker-Puig,314d3441-b8a6-471f-9ee3-4dc43b048a8b,Folding,Day,Amsterdam,2025-02-04,3393.33,0
f36cb62b-892e-4161-be2d-740a1e9b23bc,3108d448-2f65-4afa-b0ae-8f08c31edbbc,Rik van Rossum-Schenkel,c29cfc0c-fa02-4aec-96ef-2ad6b97e6703,Gravel,Evening,Amsterdam,16/07/2025,926.56,0
19bc143e-fb02-4ebb-8872-9a4d98c7472a,3a3c563e-4bd6-4ee6-b1b1-b099d52721e7,Elisa Stichter,2067bdac-88bd-43d1-b540-b30e039f3a25,Mountain,N/A,Rotterdam,03/01/2025,1352.41,0
8da8eee4-0df5-4ac6-b96b-648a0ba6eab9,2053da42-f1af-4b65-b289-f2244ac9778d,Carlijn Barents-Schwartsbach,5738811d-70c2-403f-ba8d-03aa782a65e0,Mountain,Night,Eindhoven,2024-10-25,923.09,0
f0e98b3b-40a2-4c60-8d27-0659f72ada9b,d2762bdc-1d34-408e-ba4c-75d4dc99e04c,Jort van Veen,afbb411a-a123-4a8c-93b7-a88612f70c97,Road,Evening,Utrecht,15/07/2024,3449.28,0
90164161-cfa7-41cd-a631-d00b26d794d3,fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,Bryan van Beek-Nihoe,7354ea6f-6160-4459-85c7-504bc693da11,Mountain,Night,Rotterdam,10/05/2026,"€1689,69",0
96a9954f-dc33-41f9-8c1f-55ab715629ee,9191b363-4e2d-4645-adc7-cac7fd72b050,Mika Gnodde,a021c0ca-3531-468d-8342-bd2bf295456e,City,Evening,Rotterdam,2024-11-14,"€1378,88",0
2834e4c0-14c8-43b4-a911-d19243bfd931,1337739e-8d4f-4d27-ac7f-0b793d67cde9,Aaron le Matelot,784c2f29-9804-42a2-b07a-a066735435ea,Road,Weekend,Amsterdam,16/01/2025,2649.23,0
b4fb0eb9-49c1-4de7-bb42-06c5085b15fb,743b65a2-dc0f-4fcf-b3f6-fe0d48603b32,Oscar Otto,ca8f3653-c9af-48f8-83b9-da13ec856f37,Folding, ,Utrecht,2025-10-02,429.33,0
ef04e57d-cdcc-433a-a943-4aa096fc734d,8b6870b5-1d61-4ac3-acd5-e85932a447b2,Nathan Jurrijens-Rouwenhorst,0f44704f-1247-4a4e-a469-98e8d39e198b,Gravel,Weekend,Eindhoven,2024-10-10,2150.31,0
bfbbb17f-9854-4e4e-8ebf-a5c3cae9b4a7,49e2623d-ebd3-4616-91b7-8d8ed3016989,Chloé van Metz-Stoffelsz,45b1ed25-f153-4ae8-a70a-cc5cb321bf21,Kids,Evening,Rotterdam,2025-06-27,1197.78,0
1497d658-7010-4719-be69-5d0d8a3c3b5e,6e996e3e-e3b1-47fc-8a34-50fc9918ee46,Lotte Prins,f63fce41-3a9a-4a5e-9761-32ed069f14f1,Road,Evening,Eindhoven,2025-11-09,3121.24,0
964db03f-9340-4fad-9c4a-d56bd6016237,c3c75611-ffe3-4a49-854f-92fff366bad4,Lize Brievingh,7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c,City,Night,Eindhoven,2025-07-12,849.18,0
473544f9-ea83-4f00-b135-f221a6c9537f,6f962882-95d8-4980-bf37-d19c2e76128b,Zeynep Garret-van Mook,5230dfbd-5553-42fe-a889-803e5913f9d3,E-Bike,Night, ,2025-11-06,1746.80,0
546e035a-292b-4156-9b94-65701ac70ec0,49c8a43f-7ed7-4ed7-b194-990b6961929e,Renske van der Ven,50843242-168b-4625-b46f-78910964fbbf,Mountain,Day,Rotterdam,2024-12-17,2004.14,1
c5c5b37a-f85e-46a1-9dad-09b252c21221,d32e6dcd-83bc-4478-9d6a-c7b86778043b,Niek van der Pouw,300568d2-0de0-41a6-a9ca-97d2764414fd,Road,Weekend,Eindhoven,11/07/2025,"€1418,18",0
7f9d3e64-c1a6-423b-9f64-eeed5c9d927d,0d366dfc-c28e-4d70-b129-9889a01ac992,Hugo van der Velde-Huijbrechts,e17f29e1-7028-4046-89bc-473fed7bf656,Folding,Evening,Eindhoven,2025-11-28,1082.11,0
f920264c-0763-4cd0-9f15-c7b67c16128d,3d42993c-cc9f-4334-9bdf-0377a14923c2,Jari van der Zijl,17dc8eff-6872-43f9-8d60-593603802b70,E-Bike,Evening,Amsterdam,2024-11-25,592.38,0
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,a5d04d53-1e12-42e3-b272-92b6762172ed,Lorenzo Smit,6a5d932b-45ff-4c83-b495-db4e82456fb4,Folding,Weekend,Eindhoven,14/03/2026,"€1008,02",0
3e652603-78e3-454b-baf1-4ff07b85179a,6232b17a-2507-4181-8d1f-b54074eff545,Tyler van de Pavert-Jaceps,c5ce099c-46b8-4659-91df-12d7dd30de89,N/A,Evening,Rotterdam,2026-02-07,1643.71,0
ef2ae713-5702-4049-aa39-aaa6dabac50d,d20f87d0-4465-4d6b-81fb-18b3c9a7d91f,Ivan Spruyt,ffb8102d-9475-4bc9-9641-8cedd664d264,Gravel,Night,Rotterdam,29/10/2025,331.59,0
7250ee18-260a-4962-9d81-b7f57d5911c6,551ac8ea-585a-4afa-bbfd-cc1289e06ab3,Julie Vandenbergh,b28f41de-fb14-4bc3-b04b-8590de9e3757,Kids,Day,Amsterdam,06/12/2024,2191.04,0
db23aa8c-3bca-4f85-a20a-60ac9261549d,517400f8-0b2c-482a-a928-8e92c68a152f,Milou de Grunt-de Jong,d21c82f8-cada-4f80-a9e7-82d4fd08b32c,Kids,Day,Amsterdam,2025-10-23,1458.20,0
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,f72169bb-8096-4718-a051-acef097a1e10,Sienna Godfrey van Alemannië,1986b4b2-70b7-4868-9854-80f0dfcaf0b7,Kids,Day,Rotterdam,2025-07-17,733.44,0
b8f21423-03ed-41f8-b4f9-3d17e912b4bf,a79fbfaf-def5-4689-a8f4-5bce24e75e8e,Benjamin van Mispelen,56abf2f1-43d8-4870-b81d-baa1c8120a8e,City,Day,Rotterdam,01/10/2025,"€902,74",0
148f8b74-a65b-41f2-a5c1-7795b15516bc,aca2b148-da33-4aa1-941c-dfcdda0d4a5f,Yasmine Uit de Willigen,c268283e-e32f-4e63-b7fd-dd71a075e927,Mountain,Night,Eindhoven,2025-06-18,2462.52,0
9e11d2cd-0930-4ef6-8a80-068ddf547e50,af34cf65-a193-44b2-bc19-e71d118405ad,Eva Galijn,c2a79689-1933-418c-ba74-57616f18c108,City,Evening,Rotterdam,2025-10-09,1225.76,0
7194eae2-19ba-47ae-9f61-5a5cb4323070,e746ccb9-4ca9-4f07-b1aa-0f6a2a96e1e2,Arthur Velderman,5bc440f1-4b1a-469b-8e5d-d462cbd00ef2,E-Bike,Evening,Rotterdam,2025-03-22,"€1336,95",0
87fa841a-3e83-491f-a544-0fe06e417d47,cae28e66-ae8a-4813-90e0-a95b697c3923,David Kunen,61ee6c5b-deef-480f-9c07-a75114374509,Touring,Weekend,Rotterdam,2025-09-28,2679.91,0
e9af299d-7f67-4eec-bda7-0577aee1e86b,760debbb-3b70-43a1-a4a3-5cf29549c931,Juliette Reimes,cdfc6ee0-e61e-4e90-8267-deb3aab612c9,Folding,Weekend,Eindhoven,2025-05-31,1477.27,0
8beddb12-ad77-482f-89a2-3a89e6b5a92c,f1faf665-7115-43f3-92e8-9d1028711733,Loes Stamrood,b0b862ef-6c9f-42b9-b647-8986a3917c99,Road,Weekend,Rotterdam,2024-12-15,"€1198,10",0
32ffe294-4d57-4880-9865-d69a74f33103,7bb38605-da74-4152-a27b-41a1ffd6f232,Gerrit de Gruson,4bbe4aff-9326-4ffd-9be4-bf5192698698,Kids,Evening,Rotterdam,2025-11-29,2282.71,0
d47d577b-fa5a-41ca-859d-d55d4b943e30,0212b554-4644-48b4-a553-867da881bfd3,Tycho van Waas,4944051b-e726-4e23-a776-b886d534ee1d,Gravel,Weekend,Amsterdam,27/01/2026,1017.68,0
cd4b69a9-9b68-4c88-bae9-09fecc8218da,30ac7d7b-a2f9-43a3-b810-ae665a31b4cc,Melissa Jacobi,a0a11839-e745-4704-98df-bc3ca0d4de3d,Mountain,Evening,Eindhoven,2025-10-19,3184.00,0
70d9c9f8-c9e2-4074-8f16-39a00a17991e,bb7bee03-5d67-4bb1-945e-f2e4088a93ec,Bjorn Speijer,2cf6bf75-6a5e-4920-bf5a-e7e653a3dd5a,Kids,Day,Rotterdam,2024-11-06,683.40,1
e05fb8bc-8a16-406c-8958-e75e21d53971,80759f1f-87e5-40fe-9da8-d6d2f8b38a8b,Rosa Koning,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c,Folding,Evening,Rotterdam,2025-06-13,2631.89,0
bf1e8366-4b8e-43d4-8e76-07adf7a67b94,1d7bc313-cde2-4f1c-96b6-0afcded255d0,Yinthe Eijkelboom-Jansen,dc322c97-39c1-4262-b76c-8edec1101266,N/A, ,Eindhoven,2025-11-11,2302.09,0
65bcc272-fadd-4ea3-aca5-e2fdb966442a,8eac0a33-cdf9-44a7-9882-b5c1f79efd70,Bibi de Roo,1fa382e8-895c-4d99-83b3-8eb403902c5d,E-Bike,Day,Amsterdam,2025-05-23,3088.56,0
ac1e86d8-bfbf-497b-ac3e-7b0d5e5ba13d,d289f0ab-618a-4305-95a5-bafa431d029f,Catharina Otto,e25d36eb-9e9a-4f83-8668-03ee78b2b549,Road,Night,null,2025-08-14,"€1454,05",1
38ab854c-9c2e-48de-aa4e-361753f8382b,d2e82f38-a2a9-44d8-902e-fde5a5cc8bf7,Sylvie Stettyn-le Matelot,f23e323d-0b9b-4934-a3c8-6d301dde7969,Kids,Weekend,Eindhoven,2024-07-02,2213.66,0
1dba1267-7e1c-45a1-bef5-18a64dead645,899ca782-e323-4d1a-bc1b-dacc18e19331,Jordy van Hoevel en van Zwindrecht,be3e6e57-f30a-4e32-aba4-fc035efa9c5b,Road,Weekend,Utrecht,2025-11-26,1555.13,0
965befdf-6b4b-4411-8a4a-0e2df22b5b98,e2aa7a5d-278e-400d-ba02-66efbe055787,Marit Glasses,687a4850-9d9b-4231-bd45-d8efd56ce8ea,Kids,Evening,null,2026-06-03,"€989,79",0
b0b63bcf-0860-4833-879d-0cdaf396ea37,71d79665-7181-4dcf-b79e-fc6e5edb0d3c,Thijmen Woudenberg-Gnodde,8b621d41-5e09-49ee-af88-bdecfb1e143b,Mountain,Evening,Utrecht,2026-05-05,368.36,0
0f8035f5-5bd2-4c98-a513-5ea0fa53e34d,f7dc67e0-3097-4b2b-86a0-2a9b65ec7acd,Wessel van Hostaden,a446be72-364c-411a-a9ab-364a1777e8cb, ,Evening,Utrecht,2025-10-13,1987.12,0
0cf2b69b-0577-4ea9-b899-924698de8ebb,fd235def-3e5a-47e3-9560-db22c96b5edb,Sem Mathurin,8de08fc2-c3e1-4a85-946e-f10411906f50,City, ,Eindhoven,11/11/2024,2783.62,0
dea45c19-d024-4d72-b748-967f961d33ba,25c61c45-c63d-44ee-941c-7a863ba5cd2f,Ibrahim Jekel,402adf9c-8a4b-4f7c-a147-2a15fcce96f6,Gravel,Day, ,2026-02-14,615.25,0
ddcf8766-a93b-42cd-9c24-220e2cabd7e7,5bb5c40c-03cd-42e3-a1bd-db4106998731,Mehmet Vegt-Beernink,20733f6d-0d6a-45b3-83ef-20162c9b662e,E-Bike, ,Utrecht,2026-01-01,1583.01,0
